Titulo,Autor(es),DOI,URL,Journal,NCBIID,Citation,PMCID,Año de Publicación
"The vaginal microbiome of pregnant women is less rich and diverse, with lower prevalence of Mollicutes, compared to non-pregnant women.","Freitas AC, Chaban B, Bocking A, Rocco M, Yang S, Hill JE, Money DM, VOGUE Research Group",10.1038/s41598-017-07790-9,https://ncbi.nlm.nih.gov/pubmed/28835692,Sci Rep,28835692,"Freitas AC, et al. The vaginal microbiome of pregnant women is less rich and diverse, with lower prevalence of Mollicutes, compared to non-pregnant women. The vaginal microbiome of pregnant women is less rich and diverse, with lower prevalence of Mollicutes, compared to non-pregnant women. 2017; 7:9212. doi: 10.1038/s41598-017-07790-9",N/A,2017
The urinary microbiota of men and women and its changes in women during bacterial vaginosis and antibiotic treatment.,"Gottschick C, Deng ZL, Vital M, Masur C, Abels C, Pieper DH, Wagner-Döbler I",10.1186/s40168-017-0305-3,https://ncbi.nlm.nih.gov/pubmed/28807017,Microbiome,28807017,"Gottschick C, et al. The urinary microbiota of men and women and its changes in women during bacterial vaginosis and antibiotic treatment. The urinary microbiota of men and women and its changes in women during bacterial vaginosis and antibiotic treatment. 2017; 5:99. doi: 10.1186/s40168-017-0305-3",N/A,2017
Impact of intrapartum antimicrobial prophylaxis upon the intestinal microbiota and the prevalence of antibiotic resistance genes in vaginally delivered full-term neonates.,"Nogacka A, Salazar N, Suárez M, Milani C, Arboleya S, Solís G, Fernández N, Alaez L, Hernández-Barranco AM, de Los Reyes-Gavilán CG, Ventura M, Gueimonde M",10.1186/s40168-017-0313-3,https://ncbi.nlm.nih.gov/pubmed/28789705,Microbiome,28789705,"Nogacka A, et al. Impact of intrapartum antimicrobial prophylaxis upon the intestinal microbiota and the prevalence of antibiotic resistance genes in vaginally delivered full-term neonates. Impact of intrapartum antimicrobial prophylaxis upon the intestinal microbiota and the prevalence of antibiotic resistance genes in vaginally delivered full-term neonates. 2017; 5:93. doi: 10.1186/s40168-017-0313-3",N/A,2017
Diversity of Cervical Microbiota in Asymptomatic Chlamydia trachomatis Genital Infection: A Pilot Study.,"Filardo S, Di Pietro M, Porpora MG, Recine N, Farcomeni A, Latino MA, Sessa R",10.3389/fcimb.2017.00321,https://ncbi.nlm.nih.gov/pubmed/28770172,Front Cell Infect Microbiol,28770172,"Filardo S, et al. Diversity of Cervical Microbiota in Asymptomatic Chlamydia trachomatis Genital Infection: A Pilot Study. Diversity of Cervical Microbiota in Asymptomatic Chlamydia trachomatis Genital Infection: A Pilot Study. 2017; 7:321. doi: 10.3389/fcimb.2017.00321",N/A,2017
Amblyomma maculatum SECIS binding protein 2 and putative selenoprotein P are indispensable for pathogen replication and tick fecundity.,"Budachetri K, Crispell G, Karim S",10.1016/j.ibmb.2017.07.006,https://ncbi.nlm.nih.gov/pubmed/28739494,Insect Biochem Mol Biol,28739494,"Budachetri K, et al. Amblyomma maculatum SECIS binding protein 2 and putative selenoprotein P are indispensable for pathogen replication and tick fecundity. Amblyomma maculatum SECIS binding protein 2 and putative selenoprotein P are indispensable for pathogen replication and tick fecundity. 2017; 88:37-47. doi: 10.1016/j.ibmb.2017.07.006",N/A,2017
"Efficacy of oral pre-exposure prophylaxis (PrEP) for HIV among women with abnormal vaginal microbiota: a post-hoc analysis of the randomised, placebo-controlled Partners PrEP Study.","Heffron R, McClelland RS, Balkus JE, Celum C, Cohen CR, Mugo N, Bukusi E, Donnell D, Lingappa J, Kiarie J, Fiedler T, Munch M, Fredricks DN, Baeten JM, Partners PrEP Study Team",10.1016/S2352-3018(17)30110-8,https://ncbi.nlm.nih.gov/pubmed/28732773,Lancet HIV,28732773,"Heffron R, et al. Efficacy of oral pre-exposure prophylaxis (PrEP) for HIV among women with abnormal vaginal microbiota: a post-hoc analysis of the randomised, placebo-controlled Partners PrEP Study. Efficacy of oral pre-exposure prophylaxis (PrEP) for HIV among women with abnormal vaginal microbiota: a post-hoc analysis of the randomised, placebo-controlled Partners PrEP Study. 2017; 4:e449-e456. doi: 10.1016/S2352-3018(17)30110-8",N/A,2017
"Eve's garden: myths, legends and secrets unmasked.",Crucitti T,10.1016/j.resmic.2017.07.004,https://ncbi.nlm.nih.gov/pubmed/28728853,Res Microbiol,28728853,"Crucitti T. Eve's garden: myths, legends and secrets unmasked. Eve's garden: myths, legends and secrets unmasked. 2017; 168:773-781. doi: 10.1016/j.resmic.2017.07.004",N/A,2017
Comparative analysis of vaginal microbiota sampling using 16S rRNA gene analysis.,"Virtanen S, Kalliala I, Nieminen P, Salonen A",10.1371/journal.pone.0181477,https://ncbi.nlm.nih.gov/pubmed/28723942,PLoS One,28723942,"Virtanen S, et al. Comparative analysis of vaginal microbiota sampling using 16S rRNA gene analysis. Comparative analysis of vaginal microbiota sampling using 16S rRNA gene analysis. 2017; 12:e0181477. doi: 10.1371/journal.pone.0181477",N/A,2017
Is the Microbiome the Fifth Horseman of the Apocalypse in Drug Discovery? Implications for the Gut-Brain Axis.,"Conrad JA, Lindsley CW",10.1021/acschemneuro.7b00234,https://ncbi.nlm.nih.gov/pubmed/28719971,ACS Chem Neurosci,28719971,Conrad JA and Lindsley CW. Is the Microbiome the Fifth Horseman of the Apocalypse in Drug Discovery? Implications for the Gut-Brain Axis. Is the Microbiome the Fifth Horseman of the Apocalypse in Drug Discovery? Implications for the Gut-Brain Axis. 2017; 8:1430. doi: 10.1021/acschemneuro.7b00234,N/A,2017
"The association between ethnicity and vaginal microbiota composition in Amsterdam, the Netherlands.","Borgdorff H, van der Veer C, van Houdt R, Alberts CJ, de Vries HJ, Bruisten SM, Snijder MB, Prins M, Geerlings SE, Schim van der Loeff MF, van de Wijgert JHHM",10.1371/journal.pone.0181135,https://ncbi.nlm.nih.gov/pubmed/28700747,PLoS One,28700747,"Borgdorff H, et al. The association between ethnicity and vaginal microbiota composition in Amsterdam, the Netherlands. The association between ethnicity and vaginal microbiota composition in Amsterdam, the Netherlands. 2017; 12:e0181135. doi: 10.1371/journal.pone.0181135",N/A,2017
Association of asymptomatic bacterial vaginosis with persistence of female genital human papillomavirus infection.,"Kero K, Rautava J, Syrjänen K, Grenman S, Syrjänen S",10.1007/s10096-017-3048-y,https://ncbi.nlm.nih.gov/pubmed/28681204,Eur J Clin Microbiol Infect Dis,28681204,"Kero K, et al. Association of asymptomatic bacterial vaginosis with persistence of female genital human papillomavirus infection. Association of asymptomatic bacterial vaginosis with persistence of female genital human papillomavirus infection. 2017; 36:2215-2219. doi: 10.1007/s10096-017-3048-y",N/A,2017
Vaginal microbiota and genitourinary menopausal symptoms: a cross-sectional analysis.,"Mitchell CM, Srinivasan S, Zhan X, Wu MC, Reed SD, Guthrie KA, LaCroix AZ, Fiedler T, Munch M, Liu C, Hoffman NG, Blair IA, Newton K, Freeman EW, Joffe H, Cohen L, Fredricks DN",10.1097/GME.0000000000000904,https://ncbi.nlm.nih.gov/pubmed/28640154,Menopause,28640154,"Mitchell CM, et al. Vaginal microbiota and genitourinary menopausal symptoms: a cross-sectional analysis. Vaginal microbiota and genitourinary menopausal symptoms: a cross-sectional analysis. 2017; 24:1160-1166. doi: 10.1097/GME.0000000000000904",N/A,2017
Effects of intrauterine contraception on the vaginal microbiota.,"Bassis CM, Allsworth JE, Wahl HN, Sack DE, Young VB, Bell JD",10.1016/j.contraception.2017.05.017,https://ncbi.nlm.nih.gov/pubmed/28624570,Contraception,28624570,"Bassis CM, et al. Effects of intrauterine contraception on the vaginal microbiota. Effects of intrauterine contraception on the vaginal microbiota. 2017; 96:189-195. doi: 10.1016/j.contraception.2017.05.017",N/A,2017
Association of vaginal dysbiosis and biofilm with contraceptive vaginal ring biomass in African women.,"Hardy L, Jespers V, De Baetselier I, Buyze J, Mwambarangwe L, Musengamana V, van de Wijgert J, Crucitti T",10.1371/journal.pone.0178324,https://ncbi.nlm.nih.gov/pubmed/28594946,PLoS One,28594946,"Hardy L, et al. Association of vaginal dysbiosis and biofilm with contraceptive vaginal ring biomass in African women. Association of vaginal dysbiosis and biofilm with contraceptive vaginal ring biomass in African women. 2017; 12:e0178324. doi: 10.1371/journal.pone.0178324",N/A,2017
CE: Health and the Human Microbiome: A Primer for Nurses.,"McElroy KG, Chung SY, Regan M",10.1097/01.NAJ.0000520917.73358.99,https://ncbi.nlm.nih.gov/pubmed/28594642,Am J Nurs,28594642,"McElroy KG, et al. CE: Health and the Human Microbiome: A Primer for Nurses. CE: Health and the Human Microbiome: A Primer for Nurses. 2017; 117:24-30. doi: 10.1097/01.NAJ.0000520917.73358.99",N/A,2017
Identification of Candida species in vaginal flora using conventional and molecular methods.,"Ameen F, Moslem M, Al Tami M, Al-Ajlan H, Al-Qahtani N",10.1016/j.mycmed.2017.04.105,https://ncbi.nlm.nih.gov/pubmed/28578925,J Mycol Med,28578925,"Ameen F, et al. Identification of Candida species in vaginal flora using conventional and molecular methods. Identification of Candida species in vaginal flora using conventional and molecular methods. 2017; 27:364-368. doi: 10.1016/j.mycmed.2017.04.105",N/A,2017
Vaginal bacteria modify HIV tenofovir microbicide efficacy in African women.,"Klatt NR, Cheu R, Birse K, Zevin AS, Perner M, Noël-Romas L, Grobler A, Westmacott G, Xie IY, Butler J, Mansoor L, McKinnon LR, Passmore JS, Abdool Karim Q, Abdool Karim SS, Burgener AD",10.1126/science.aai9383,https://ncbi.nlm.nih.gov/pubmed/28572388,Science,28572388,"Klatt NR, et al. Vaginal bacteria modify HIV tenofovir microbicide efficacy in African women. Vaginal bacteria modify HIV tenofovir microbicide efficacy in African women. 2017; 356:938-945. doi: 10.1126/science.aai9383",N/A,2017
"Protocol for the Emory University African American Vaginal, Oral, and Gut Microbiome in Pregnancy Cohort Study.","Corwin EJ, Hogue CJ, Pearce B, Hill CC, Read TD, Mulle J, Dunlop AL",10.1186/s12884-017-1357-x,https://ncbi.nlm.nih.gov/pubmed/28571577,BMC Pregnancy Childbirth,28571577,"Corwin EJ, et al. Protocol for the Emory University African American Vaginal, Oral, and Gut Microbiome in Pregnancy Cohort Study. Protocol for the Emory University African American Vaginal, Oral, and Gut Microbiome in Pregnancy Cohort Study. 2017; 17:161. doi: 10.1186/s12884-017-1357-x",N/A,2017
"Quantification, isolation and characterization of Bifidobacterium from the vaginal microbiomes of reproductive aged women.","Freitas AC, Hill JE",10.1016/j.anaerobe.2017.05.012,https://ncbi.nlm.nih.gov/pubmed/28552417,Anaerobe,28552417,"Freitas AC and Hill JE. Quantification, isolation and characterization of Bifidobacterium from the vaginal microbiomes of reproductive aged women. Quantification, isolation and characterization of Bifidobacterium from the vaginal microbiomes of reproductive aged women. 2017; 47:145-156. doi: 10.1016/j.anaerobe.2017.05.012",N/A,2017
Early pregnancy vaginal microbiome trends and preterm birth.,"Stout MJ, Zhou Y, Wylie KM, Tarr PI, Macones GA, Tuuli MG",10.1016/j.ajog.2017.05.030,https://ncbi.nlm.nih.gov/pubmed/28549981,Am J Obstet Gynecol,28549981,"Stout MJ, et al. Early pregnancy vaginal microbiome trends and preterm birth. Early pregnancy vaginal microbiome trends and preterm birth. 2017; 217:356.e1-356.e18. doi: 10.1016/j.ajog.2017.05.030",N/A,2017
"MicrobiomeAnalyst: a web-based tool for comprehensive statistical, visual and meta-analysis of microbiome data.","Dhariwal A, Chong J, Habib S, King IL, Agellon LB, Xia J",10.1093/nar/gkx295,https://ncbi.nlm.nih.gov/pubmed/28449106,Nucleic Acids Res,28449106,"Dhariwal A, et al. MicrobiomeAnalyst: a web-based tool for comprehensive statistical, visual and meta-analysis of microbiome data. MicrobiomeAnalyst: a web-based tool for comprehensive statistical, visual and meta-analysis of microbiome data. 2017; 45:W180-W188. doi: 10.1093/nar/gkx295",N/A,2017
The vaginal microbiome and gynaecological cancer: exercise caution when considering causation.,"Ramchander NC, Crosbie EJ",10.1111/1471-0528.14704,https://ncbi.nlm.nih.gov/pubmed/28436097,BJOG,28436097,Ramchander NC and Crosbie EJ. The vaginal microbiome and gynaecological cancer: exercise caution when considering causation. The vaginal microbiome and gynaecological cancer: exercise caution when considering causation. 2018; 125:316. doi: 10.1111/1471-0528.14704,N/A,2018
Infection: Brief encounter: UTI triggered by vaginal microbiota.,Stone L,10.1038/nrurol.2017.60,https://ncbi.nlm.nih.gov/pubmed/28426023,Nat Rev Urol,28426023,Stone L. Infection: Brief encounter: UTI triggered by vaginal microbiota. Infection: Brief encounter: UTI triggered by vaginal microbiota. 2017; 14:328. doi: 10.1038/nrurol.2017.60,N/A,2017
The influence of maternal vaginal flora on the intestinal colonization in newborns and 3-month-old infants.,"Gabriel I, Olejek A, Stencel-Gabriel K, Wielgoś M",10.1080/14767058.2017.1319352,https://ncbi.nlm.nih.gov/pubmed/28420276,J Matern Fetal Neonatal Med,28420276,"Gabriel I, et al. The influence of maternal vaginal flora on the intestinal colonization in newborns and 3-month-old infants. The influence of maternal vaginal flora on the intestinal colonization in newborns and 3-month-old infants. 2018; 31:1448-1453. doi: 10.1080/14767058.2017.1319352",N/A,2018
Vaginal lactic acid elicits an anti-inflammatory response from human cervicovaginal epithelial cells and inhibits production of pro-inflammatory mediators associated with HIV acquisition.,"Hearps AC, Tyssen D, Srbinovski D, Bayigga L, Diaz DJD, Aldunate M, Cone RA, Gugasyan R, Anderson DJ, Tachedjian G",10.1038/mi.2017.27,https://ncbi.nlm.nih.gov/pubmed/28401934,Mucosal Immunol,28401934,"Hearps AC, et al. Vaginal lactic acid elicits an anti-inflammatory response from human cervicovaginal epithelial cells and inhibits production of pro-inflammatory mediators associated with HIV acquisition. Vaginal lactic acid elicits an anti-inflammatory response from human cervicovaginal epithelial cells and inhibits production of pro-inflammatory mediators associated with HIV acquisition. 2017; 10:1480-1490. doi: 10.1038/mi.2017.27",N/A,2017
Dying for love: Perimenopausal degeneration of vaginal microbiome drives the chronic inflammation-malignant transformation of benign prostatic hyperplasia to prostatic adenocarcinoma.,Reece AS,10.1016/j.mehy.2017.02.006,https://ncbi.nlm.nih.gov/pubmed/28351489,Med Hypotheses,28351489,Reece AS. Dying for love: Perimenopausal degeneration of vaginal microbiome drives the chronic inflammation-malignant transformation of benign prostatic hyperplasia to prostatic adenocarcinoma. Dying for love: Perimenopausal degeneration of vaginal microbiome drives the chronic inflammation-malignant transformation of benign prostatic hyperplasia to prostatic adenocarcinoma. 2017; 101:44-47. doi: 10.1016/j.mehy.2017.02.006,N/A,2017
In vitro activity of farnesol against vaginal Lactobacillus spp.,"Wang F, Liu Z, Zhang D, Niu X",10.1016/j.ejogrb.2017.03.010,https://ncbi.nlm.nih.gov/pubmed/28329720,Eur J Obstet Gynecol Reprod Biol,28329720,"Wang F, et al. In vitro activity of farnesol against vaginal Lactobacillus spp. In vitro activity of farnesol against vaginal Lactobacillus spp. 2017; 212:25-29. doi: 10.1016/j.ejogrb.2017.03.010",N/A,2017
Manipulating the baby biome: What are the issues?,"Lee LY, Garland SM, Giles ML, Daley AJ",10.1111/ajo.12599,https://ncbi.nlm.nih.gov/pubmed/28326541,Aust N Z J Obstet Gynaecol,28326541,"Lee LY, et al. Manipulating the baby biome: What are the issues?. Manipulating the baby biome: What are the issues?. 2017; 57:232-234. doi: 10.1111/ajo.12599",N/A,2017
"Beneficial effects of a Coriolus versicolor-based vaginal gel on cervical epithelization, vaginal microbiota and vaginal health: a pilot study in asymptomatic women.","Palacios S, Losa F, Dexeus D, Cortés J",10.1186/s12905-017-0374-2,https://ncbi.nlm.nih.gov/pubmed/28302110,BMC Womens Health,28302110,"Palacios S, et al. Beneficial effects of a Coriolus versicolor-based vaginal gel on cervical epithelization, vaginal microbiota and vaginal health: a pilot study in asymptomatic women. Beneficial effects of a Coriolus versicolor-based vaginal gel on cervical epithelization, vaginal microbiota and vaginal health: a pilot study in asymptomatic women. 2017; 17:21. doi: 10.1186/s12905-017-0374-2",N/A,2017
